year,month,region,total
2020,05,서울,3133353
2020,05,부산,1406405
2020,05,대구,1197218
2020,05,인천,1660785
2020,05,광주,683239
2020,05,대전,679867
2020,05,울산,569209
2020,05,세종,167232
2020,05,경기,5854653
2020,05,강원,791908
2020,05,충북,849472
2020,05,충남,1129557
2020,05,전북,935790
2020,05,전남,1068577
2020,05,경북,1455796
2020,05,경남,1741496
2020,05,제주,601521
2020,06,서울,3141710
2020,06,부산,1411326
2020,06,대구,1200662
2020,06,인천,1665497
2020,06,광주,685555
2020,06,대전,681266
2020,06,울산,571307
2020,06,세종,167623
2020,06,경기,5885065
2020,06,강원,795954
2020,06,충북,853770
2020,06,충남,1134773
2020,06,전북,939033
2020,06,전남,1074212
2020,06,경북,1460261
2020,06,경남,1748690
2020,06,제주,606379
2020,07,서울,3147149
2020,07,부산,1415199
2020,07,대구,1205069
2020,07,인천,1670275
2020,07,광주,687391
2020,07,대전,683138
2020,07,울산,573415
2020,07,세종,168535
2020,07,경기,5903746
2020,07,강원,799492
2020,07,충북,856237
2020,07,충남,1138897
2020,07,전북,941129
2020,07,전남,1079202
2020,07,경북,1463495
2020,07,경남,1752882
2020,07,제주,612325
2020,08,서울,3148071
2020,08,부산,1416802
2020,08,대구,1211905
2020,08,인천,1667158
2020,08,광주,687007
2020,08,대전,682815
2020,08,울산,573145
2020,08,세종,169426
2020,08,경기,5917648
2020,08,강원,800987
2020,08,충북,857437
2020,08,충남,1140409
2020,08,전북,941836
2020,08,전남,1081567
2020,08,경북,1464146
2020,08,경남,1754183
2020,08,제주,615868
2020,09,서울,3151842
2020,09,부산,1420059
2020,09,대구,1216725
2020,09,인천,1667770
2020,09,광주,689331
2020,09,대전,685034
2020,09,울산,573573
2020,09,세종,170144
2020,09,경기,5943551
2020,09,강원,803231
2020,09,충북,860035
2020,09,충남,1143395
2020,09,전북,943762
2020,09,전남,1086836
2020,09,경북,1466566
2020,09,경남,1758976
2020,09,제주,620562
2020,10,서울,3153732
2020,10,부산,1423215
2020,10,대구,1215989
2020,10,인천,1671017
2020,10,광주,689966
2020,10,대전,684826
2020,10,울산,573848
2020,10,세종,171791
2020,10,경기,5963358
2020,10,강원,805197
2020,10,충북,862160
2020,10,충남,1145285
2020,10,전북,945153
2020,10,전남,1089330
2020,10,경북,1469376
2020,10,경남,1762651
2020,10,제주,624052
2020,11,서울,3157278
2020,11,부산,1426672
2020,11,대구,1217653
2020,11,인천,1675610
2020,11,광주,691412
2020,11,대전,685561
2020,11,울산,574878
2020,11,세종,173424
2020,11,경기,5984827
2020,11,강원,807595
2020,11,충북,864302
2020,11,충남,1147853
2020,11,전북,947366
2020,11,전남,1092952
2020,11,경북,1472796
2020,11,경남,1767073
2020,11,제주,627823
2020,12,서울,3157361
2020,12,부산,1429040
2020,12,대구,1219196
2020,12,인천,1676442
2020,12,광주,691740
2020,12,대전,686429
2020,12,울산,575700
2020,12,세종,174742
2020,12,경기,6004126
2020,12,강원,809099
2020,12,충북,865620
2020,12,충남,1149845
2020,12,전북,948147
2020,12,전남,1099894
2020,12,경북,1475389
2020,12,경남,1787867
2020,12,제주,615342
2021,01,서울,3159552
2021,01,부산,1433188
2021,01,대구,1220935
2021,01,인천,1678004
2021,01,광주,693200
2021,01,대전,688150
2021,01,울산,577224
2021,01,세종,176189
2021,01,경기,6029375
2021,01,강원,811186
2021,01,충북,867747
2021,01,충남,1153066
2021,01,전북,950028
2021,01,전남,1107423
2021,01,경북,1479439
2021,01,경남,1793823
2021,01,제주,617940
2021,02,서울,3158102
2021,02,부산,1435474
2021,02,대구,1221573
2021,02,인천,1676743
2021,02,광주,693594
2021,02,대전,688212
2021,02,울산,577732
2021,02,세종,177219
2021,02,경기,6044759
2021,02,강원,813669
2021,02,충북,870249
2021,02,충남,1155874
2021,02,전북,951744
2021,02,전남,1114129
2021,02,경북,1482508
2021,02,경남,1799501
2021,02,제주,621438
2021,03,서울,3158710
2021,03,부산,1437756
2021,03,대구,1222893
2021,03,인천,1677177
2021,03,광주,694618
2021,03,대전,688610
2021,03,울산,578716
2021,03,세종,178290
2021,03,경기,6055860
2021,03,강원,815714
2021,03,충북,872718
2021,03,충남,1159859
2021,03,전북,954255
2021,03,전남,1120389
2021,03,경북,1487963
2021,03,경남,1803936
2021,03,제주,626331
2021,04,서울,3159075
2021,04,부산,1440236
2021,04,대구,1219856
2021,04,인천,1674313
2021,04,광주,694011
2021,04,대전,689873
2021,04,울산,578699
2021,04,세종,178762
2021,04,경기,6072288
2021,04,강원,814922
2021,04,충북,874972
2021,04,충남,1159944
2021,04,전북,952899
2021,04,전남,1129402
2021,04,경북,1487145
2021,04,경남,1805914
2021,04,제주,629896
2021,05,서울,3160629
2021,05,부산,1444108
2021,05,대구,1216753
2021,05,인천,1674508
2021,05,광주,693698
2021,05,대전,687234
2021,05,울산,578127
2021,05,세종,179241
2021,05,경기,6087478
2021,05,강원,815883
2021,05,충북,876158
2021,05,충남,1160139
2021,05,전북,952275
2021,05,전남,1133090
2021,05,경북,1486529
2021,05,경남,1808091
2021,05,제주,633402
2021,06,서울,3162985
2021,06,부산,1447940
2021,06,대구,1217764
2021,06,인천,1677134
2021,06,광주,694339
2021,06,대전,687078
2021,06,울산,578256
2021,06,세종,179849
2021,06,경기,6107399
2021,06,강원,817883
2021,06,충북,878510
2021,06,충남,1162414
2021,06,전북,953697
2021,06,전남,1138877
2021,06,경북,1487705
2021,06,경남,1812275
2021,06,제주,638146
2021,07,서울,3171767
2021,07,부산,1451280
2021,07,대구,1210314
2021,07,인천,1676657
2021,07,광주,695263
2021,07,대전,688738
2021,07,울산,578933
2021,07,세종,180692
2021,07,경기,6127039
2021,07,강원,819960
2021,07,충북,885191
2021,07,충남,1165887
2021,07,전북,955522
2021,07,전남,1143884
2021,07,경북,1490637
2021,07,경남,1818582
2021,07,제주,643176
2021,10,서울,3173961
2021,10,부산,1456984
2021,10,대구,1209936
2021,10,인천,1669444
2021,10,광주,698433
2021,10,대전,691081
2021,10,울산,579825
2021,10,세종,182919
2021,10,경기,6172022
2021,10,강원,824601
2021,10,충북,889537
2021,10,충남,1171593
2021,10,전북,957850
2021,10,전남,1160809
2021,10,경북,1494965
2021,10,경남,1825064
2021,10,제주,651613
2021,11,서울,3177236
2021,11,부산,1460503
2021,11,대구,1210298
2021,11,인천,1672220
2021,11,광주,699627
2021,11,대전,692045
2021,11,울산,580822
2021,11,세종,183673
2021,11,경기,6187925
2021,11,강원,826552
2021,11,충북,890882
2021,11,충남,1174234
2021,11,전북,959559
2021,11,전남,1164295
2021,11,경북,1497479
2021,11,경남,1828658
2021,11,제주,655469
2022,01,서울,3178074
2022,01,부산,1468456
2022,01,대구,1213125
2022,01,인천,1679985
2022,01,광주,702532
2022,01,대전,693937
2022,01,울산,582444
2022,01,세종,186619
2022,01,경기,6222390
2022,01,강원,830615
2022,01,충북,894381
2022,01,충남,1179523
2022,01,전북,961813
2022,01,전남,1175111
2022,01,경북,1502731
2022,01,경남,1836949
2022,01,제주,661977
2022,02,서울,3179328
2022,02,부산,1472614
2022,02,대구,1214343
2022,02,인천,1683410
2022,02,광주,703173
2022,02,대전,694713
2022,02,울산,583123
2022,02,세종,187695
2022,02,경기,6232987
2022,02,강원,832447
2022,02,충북,896629
2022,02,충남,1182226
2022,02,전북,963048
2022,02,전남,1178686
2022,02,경북,1505267
2022,02,경남,1840537
2022,02,제주,665065
2022,03,서울,3180299
2022,03,부산,1475346
2022,03,대구,1215776
2022,03,인천,1688267
2022,03,광주,704823
2022,03,대전,696012
2022,03,울산,583455
2022,03,세종,188487
2022,03,경기,6249722
2022,03,강원,834715
2022,03,충북,899077
2022,03,충남,1185855
2022,03,전북,965151
2022,03,전남,1181182
2022,03,경북,1508545
2022,03,경남,1844900
2022,03,제주,668568
2022,04,서울,3182255
2022,04,부산,1478387
2022,04,대구,1217300
2022,04,인천,1690967
2022,04,광주,704970
2022,04,대전,697565
2022,04,울산,583536
2022,04,세종,189153
2022,04,경기,6267959
2022,04,강원,836252
2022,04,충북,900844
2022,04,충남,1187832
2022,04,전북,965873
2022,04,전남,1186700
2022,04,경북,1510194
2022,04,경남,1848563
2022,04,제주,672616
2022,05,서울,3184795
2022,05,부산,1481856
2022,05,대구,1218159
2022,05,인천,1695419
2022,05,광주,705650
2022,05,대전,698942
2022,05,울산,583904
2022,05,세종,189859
2022,05,경기,6282930
2022,05,강원,837523
2022,05,충북,902536
2022,05,충남,1190087
2022,05,전북,966564
2022,05,전남,1189844
2022,05,경북,1510324
2022,05,경남,1853436
2022,05,제주,675581
2022,06,서울,3187333
2022,06,부산,1485460
2022,06,대구,1219864
2022,06,인천,1698725
2022,06,광주,706600
2022,06,대전,699873
2022,06,울산,584660
2022,06,세종,190534
2022,06,경기,6296728
2022,06,강원,839342
2022,06,충북,904327
2022,06,충남,1192816
2022,06,전북,968174
2022,06,전남,1194125
2022,06,경북,1511929
2022,06,경남,1858492
2022,06,제주,676710
2022,07,서울,3189670
2022,07,부산,1487758
2022,07,대구,1222724
2022,07,인천,1704045
2022,07,광주,708257
2022,07,대전,701928
2022,07,울산,585114
2022,07,세종,191279
2022,07,경기,6312915
2022,07,강원,841784
2022,07,충북,907008
2022,07,충남,1196570
2022,07,전북,969988
2022,07,전남,1200089
2022,07,경북,1515225
2022,07,경남,1865594
2022,07,제주,679842
2022,08,서울,3189058
2022,08,부산,1489204
2022,08,대구,1224123
2022,08,인천,1706891
2022,08,광주,709195
2022,08,대전,702972
2022,08,울산,585311
2022,08,세종,191679
2022,08,경기,6319406
2022,08,강원,843718
2022,08,충북,909026
2022,08,충남,1199239
2022,08,전북,971454
2022,08,전남,1203264
2022,08,경북,1517482
2022,08,경남,1870334
2022,08,제주,682576
2022,09,서울,3190525
2022,09,부산,1491912
2022,09,대구,1225493
2022,09,인천,1707044
2022,09,광주,710889
2022,09,대전,704163
2022,09,울산,585946
2022,09,세종,192137
2022,09,경기,6334553
2022,09,강원,846000
2022,09,충북,911054
2022,09,충남,1202258
2022,09,전북,972987
2022,09,전남,1207654
2022,09,경북,1515161
2022,09,경남,1873695
2022,09,제주,684467
2022,10,서울,3190108
2022,10,부산,1495361
2022,10,대구,1226904
2022,10,인천,1697990
2022,10,광주,711909
2022,10,대전,705190
2022,10,울산,586692
2022,10,세종,192577
2022,10,경기,6346842
2022,10,강원,847736
2022,10,충북,912853
2022,10,충남,1205121
2022,10,전북,974366
2022,10,전남,1225745
2022,10,경북,1518009
2022,10,경남,1878668
2022,10,제주,686563
2022,11,서울,3192112
2022,11,부산,1497992
2022,11,대구,1229448
2022,11,인천,1693367
2022,11,광주,713371
2022,11,대전,706862
2022,11,울산,587727
2022,11,세종,193235
2022,11,경기,6363121
2022,11,강원,849987
2022,11,충북,915027
2022,11,충남,1208960
2022,11,전북,976318
2022,11,전남,1235465
2022,11,경북,1521514
2022,11,경남,1887577
2022,11,제주,689278
2022,12,서울,3193351
2022,12,부산,1499503
2022,12,대구,1230183
2022,12,인천,1692760
2022,12,광주,714401
2022,12,대전,707928
2022,12,울산,588079
2022,12,세종,193711
2022,12,경기,6378632
2022,12,강원,851553
2022,12,충북,916455
2022,12,충남,1211477
2022,12,전북,977834
2022,12,전남,1236858
2022,12,경북,1523914
2022,12,경남,1896515
2022,12,제주,689924
2023,01,서울,3194351
2023,01,부산,1501730
2023,01,대구,1231992
2023,01,인천,1696171
2023,01,광주,715299
2023,01,대전,709448
2023,01,울산,589772
2023,01,세종,194534
2023,01,경기,6393599
2023,01,강원,853900
2023,01,충북,919650
2023,01,충남,1215754
2023,01,전북,980315
2023,01,전남,1238711
2023,01,경북,1528331
2023,01,경남,1900871
2023,01,제주,691638
2023,02,서울,3191681
2023,02,부산,1504531
2023,02,대구,1233053
2023,02,인천,1698168
2023,02,광주,716108
2023,02,대전,710403
2023,02,울산,591395
2023,02,세종,195254
2023,02,경기,6402756
2023,02,강원,856006
2023,02,충북,922506
2023,02,충남,1219974
2023,02,전북,982378
2023,02,전남,1240837
2023,02,경북,1532547
2023,02,경남,1905223
2023,02,제주,693716
2023,03,서울,3191538
2023,03,부산,1507363
2023,03,대구,1233621
2023,03,인천,1699921
2023,03,광주,718007
2023,03,대전,710922
2023,03,울산,592578
2023,03,세종,195969
2023,03,경기,6419584
2023,03,강원,858456
2023,03,충북,925481
2023,03,충남,1224826
2023,03,전북,985454
2023,03,전남,1242890
2023,03,경북,1536554
2023,03,경남,1908192
2023,03,제주,695258
2023,04,서울,3191516
2023,04,부산,1509868
2023,04,대구,1234315
2023,04,인천,1703610
2023,04,광주,718025
2023,04,대전,711693
2023,04,울산,593695
2023,04,세종,196316
2023,04,경기,6434234
2023,04,강원,858905
2023,04,충북,926954
2023,04,충남,1227100
2023,04,전북,986436
2023,04,전남,1242424
2023,04,경북,1538226
2023,04,경남,1909758
2023,04,제주,696607
2023,05,서울,3190288
2023,05,부산,1511760
2023,05,대구,1234643
2023,05,인천,1704523
2023,05,광주,717829
2023,05,대전,712542
2023,05,울산,594515
2023,05,세종,196509
2023,05,경기,6444879
2023,05,강원,859896
2023,05,충북,928522
2023,05,충남,1228844
2023,05,전북,985978
2023,05,전남,1245843
2023,05,경북,1539286
2023,05,경남,1915117
2023,05,제주,697688
2023,06,서울,3192434
2023,06,부산,1514292
2023,06,대구,1236731
2023,06,인천,1712666
2023,06,광주,718606
2023,06,대전,714832
2023,06,울산,595802
2023,06,세종,196960
2023,06,경기,6461422
2023,06,충북,929622
2023,06,충남,1231402
2023,06,전북,987024
2023,06,전남,1243639
2023,06,경북,1541081
2023,06,경남,1922454
2023,06,제주,696873
2023,06,강원,861361
2023,07,서울,3192414
2023,07,부산,1516443
2023,07,대구,1252839
2023,07,인천,1722503
2023,07,광주,719251
2023,07,대전,716858
2023,07,울산,596403
2023,07,세종,197219
2023,07,경기,6472757
2023,07,충북,930880
2023,07,충남,1233820
2023,07,전북,988444
2023,07,전남,1239018
2023,07,경북,1527932
2023,07,경남,1927569
2023,07,제주,698462
2023,07,강원,862524
2023,08,서울,3190446
2023,08,부산,1517988
2023,08,대구,1253127
2023,08,인천,1723446
2023,08,광주,719495
2023,08,대전,716723
2023,08,울산,596763
2023,08,세종,197165
2023,08,경기,6477139
2023,08,충북,932267
2023,08,충남,1235531
2023,08,전북,988660
2023,08,전남,1239344
2023,08,경북,1528804
2023,08,경남,1929136
2023,08,제주,698781
2023,08,강원,863056
2023,09,서울,3192359
2023,09,부산,1520763
2023,09,대구,1254767
2023,09,인천,1725898
2023,09,광주,720642
2023,09,대전,717993
2023,09,울산,597243
2023,09,세종,197425
2023,09,경기,6488342
2023,09,충북,933894
2023,09,충남,1237965
2023,09,전북,989910
2023,09,전남,1241677
2023,09,경북,1530320
2023,09,경남,1931375
2023,09,제주,700830
2023,09,강원,864245
2023,10,서울,3191832
2023,10,부산,1523018
2023,10,대구,1254866
2023,10,인천,1726733
2023,10,광주,721215
2023,10,대전,718984
2023,10,울산,597878
2023,10,세종,197639
2023,10,경기,6496646
2023,10,충북,933878
2023,10,충남,1240350
2023,10,전북,990336
2023,10,전남,1243731
2023,10,경북,1530862
2023,10,경남,1935481
2023,10,제주,701839
2023,10,강원,864864
2023,11,서울,3191548
2023,11,부산,1525681
2023,11,대구,1256740
2023,11,인천,1726631
2023,11,광주,722676
2023,11,대전,721571
2023,11,울산,598933
2023,11,세종,197870
2023,11,경기,6515595
2023,11,충북,935402
2023,11,충남,1243426
2023,11,전북,991753
2023,11,전남,1247123
2023,11,경북,1533003
2023,11,경남,1941427
2023,11,제주,702614
2023,11,강원,865983
2023,12,서울,3191162
2023,12,부산,1527748
2023,12,대구,1258020
2023,12,인천,1730839
2023,12,광주,723256
2023,12,대전,723374
2023,12,울산,599266
2023,12,세종,198110
2023,12,경기,6525098
2023,12,충북,936269
2023,12,충남,1245446
2023,12,전북,992516
2023,12,전남,1250386
2023,12,경북,1533931
2023,12,경남,1943849
2023,12,제주,703291
2023,12,강원,866640
2024,01,서울,3191104
2024,01,부산,1529830
2024,01,대구,1259177
2024,01,인천,1733586
2024,01,광주,724508
2024,01,대전,725801
2024,01,울산,600590
2024,01,세종,198584
2024,01,경기,6538590
2024,01,충북,938263
2024,01,충남,1249417
2024,01,전남,1252600
2024,01,경북,1536999
2024,01,경남,1947522
2024,01,제주,703486
2024,01,강원,868134
2024,01,전북,994549
2024,02,서울,3190358
2024,02,부산,1531006
2024,02,대구,1259372
2024,02,인천,1735350
2024,02,광주,725113
2024,02,대전,726727
2024,02,울산,601402
2024,02,세종,199074
2024,02,경기,6545441
2024,02,충북,939269
2024,02,충남,1252442
2024,02,전남,1254429
2024,02,경북,1539504
2024,02,경남,1951598
2024,02,제주,703291
2024,02,강원,869266
2024,02,전북,995905
2024,03,서울,3187776
2024,03,부산,1533370
2024,03,대구,1259563
2024,03,인천,1736784
2024,03,광주,726514
2024,03,대전,727575
2024,03,울산,601942
2024,03,세종,199634
2024,03,경기,6556940
2024,03,충북,941204
2024,03,충남,1256251
2024,03,전남,1256563
2024,03,경북,1542601
2024,03,경남,1956029
2024,03,제주,704454
2024,03,강원,869978
2024,03,전북,997188
2024,04,서울,3186470
2024,04,부산,1535871
2024,04,대구,1258162
2024,04,인천,1738125
2024,04,광주,726140
2024,04,대전,728150
2024,04,울산,602514
2024,04,세종,199729
2024,04,경기,6562998
2024,04,충북,942131
2024,04,충남,1258258
2024,04,전남,1258717
2024,04,경북,1542799
2024,04,경남,1956778
2024,04,제주,706411
2024,04,강원,870321
2024,04,전북,996784
2024,05,서울,3186219
2024,05,부산,1538861
2024,05,대구,1257945
2024,05,인천,1742078
2024,05,광주,726515
2024,05,대전,729431
2024,05,울산,603161
2024,05,세종,199959
2024,05,경기,6571640
2024,05,충북,942252
2024,05,충남,1260332
2024,05,전남,1260786
2024,05,경북,1543789
2024,05,경남,1958689
2024,05,제주,706535
2024,05,강원,870880
2024,05,전북,997338
2024,06,서울,3187055
2024,06,부산,1542198
2024,06,대구,1259725
2024,06,인천,1743821
2024,06,광주,727549
2024,06,대전,731347
2024,06,울산,603871
2024,06,세종,200342
2024,06,경기,6583777
2024,06,충북,943489
2024,06,충남,1262413
2024,06,전남,1262308
2024,06,경북,1545663
2024,06,경남,1962310
2024,06,제주,708315
2024,06,강원,871904
2024,06,전북,998388
2024,07,서울,3184743
2024,07,부산,1544822
2024,07,대구,1259663
2024,07,인천,1745298
2024,07,광주,728164
2024,07,대전,731863
2024,07,울산,604541
2024,07,세종,200678
2024,07,경기,6594179
2024,07,충북,944743
2024,07,충남,1264172
2024,07,전남,1264534
2024,07,경북,1547589
2024,07,경남,1966172
2024,07,제주,709917
2024,07,강원,872562
2024,07,전북,999522
2024,08,서울,3182265
2024,08,부산,1546910
2024,08,대구,1259044
2024,08,인천,1743516
2024,08,광주,728088
2024,08,대전,732328
2024,08,울산,604899
2024,08,세종,201046
2024,08,경기,6598305
2024,08,충북,945236
2024,08,충남,1265413
2024,08,전남,1265805
2024,08,경북,1548242
2024,08,경남,1968232
2024,08,제주,709995
2024,08,강원,872800
2024,08,전북,999940
2024,09,서울,3181927
2024,09,부산,1550792
2024,09,대구,1259378
2024,09,인천,1744999
2024,09,광주,728745
2024,09,대전,733172
2024,09,울산,605566
2024,09,세종,201339
2024,09,경기,6607012
2024,09,충북,946064
2024,09,충남,1267708
2024,09,전남,1269660
2024,09,경북,1549414
2024,09,경남,1971779
2024,09,제주,711014
2024,09,강원,873480
2024,09,전북,1000492
2024,10,서울,3177864
2024,10,부산,1553233
2024,10,대구,1259876
2024,10,인천,1748504
2024,10,광주,729183
2024,10,대전,734476
2024,10,울산,606251
2024,10,세종,201704
2024,10,경기,6617414
2024,10,충북,947185
2024,10,충남,1269692
2024,10,전남,1272882
2024,10,경북,1550581
2024,10,경남,1975975
2024,10,제주,712452
2024,10,강원,874041
2024,10,전북,1001256
2024,11,서울,3177427
2024,11,부산,1556287
2024,11,대구,1262112
2024,11,인천,1750299
2024,11,광주,730209
2024,11,대전,736401
2024,11,울산,606970
2024,11,세종,202067
2024,11,경기,6632524
2024,11,충북,948746
2024,11,충남,1271953
2024,11,전남,1275312
2024,11,경북,1552187
2024,11,경남,1979904
2024,11,제주,714590
2024,11,강원,874282
2024,11,전북,1002336
2024,12,서울,3176933
2024,12,부산,1559310
2024,12,대구,1262604
2024,12,인천,1747927
2024,12,광주,730751
2024,12,대전,737012
2024,12,울산,607481
2024,12,세종,202257
2024,12,경기,6645518
2024,12,충북,949503
2024,12,충남,1272954
2024,12,전남,1277926
2024,12,경북,1552434
2024,12,경남,1982320
2024,12,제주,715445
2024,12,강원,874655
2024,12,전북,1002889
2025,01,서울,3176438
2025,01,부산,1566682
2025,01,대구,1262550
2025,01,인천,1748843
2025,01,광주,731140
2025,01,대전,738476
2025,01,울산,608416
2025,01,세종,202593
2025,01,경기,6653611
2025,01,충북,950636
2025,01,충남,1275308
2025,01,전남,1280933
2025,01,경북,1554414
2025,01,경남,1985507
2025,01,제주,710258
2025,01,강원,875775
2025,01,전북,1004181
2025,02,서울,3174124
2025,02,부산,1567377
2025,02,대구,1261503
2025,02,인천,1748830
2025,02,광주,730609
2025,02,대전,738616
2025,02,울산,608513
2025,02,세종,203203
2025,02,경기,6656612
2025,02,충북,951296
2025,02,충남,1277092
2025,02,전남,1284150
2025,02,경북,1556145
2025,02,경남,1988753
2025,02,제주,709734
2025,02,강원,876092
2025,02,전북,1005017
2025,03,서울,3173277
2025,03,부산,1568961
2025,03,대구,1261000
2025,03,인천,1750531
2025,03,광주,730165
2025,03,대전,738400
2025,03,울산,608501
2025,03,세종,203369
2025,03,경기,6661867
2025,03,충북,952023
2025,03,충남,1278949
2025,03,전남,1286891
2025,03,경북,1557221
2025,03,경남,1988944
2025,03,제주,710768
2025,03,강원,876165
2025,03,전북,1005140
2025,04,서울,3171472
2025,04,부산,1570642
2025,04,대구,1259018
2025,04,인천,1750703
2025,04,광주,729267
2025,04,대전,739121
2025,04,울산,608947
2025,04,세종,203324
2025,04,경기,6662107
2025,04,충북,951959
2025,04,충남,1279373
2025,04,전남,1290707
2025,04,경북,1556888
2025,04,경남,1991087
2025,04,제주,711975
2025,04,강원,876354
2025,04,전북,1004595
2025,05,서울,3169705
2025,05,부산,1572626
2025,05,대구,1258749
2025,05,인천,1750232
2025,05,광주,729444
2025,05,대전,740844
2025,05,울산,609166
2025,05,세종,203630
2025,05,경기,6670911
2025,05,충북,951739
2025,05,충남,1280682
2025,05,전남,1294428
2025,05,경북,1557464
2025,05,경남,1995084
2025,05,제주,713646
2025,05,강원,876779
2025,05,전북,1004434
2025,06,서울,3170053
2025,06,부산,1573586
2025,06,대구,1258195
2025,06,인천,1755822
2025,06,광주,730041
2025,06,대전,742030
2025,06,울산,609755
2025,06,세종,203646
2025,06,경기,6680102
2025,06,충북,951154
2025,06,충남,1282096
2025,06,전남,1297859
2025,06,경북,1558497
2025,06,경남,1997131
2025,06,제주,716423
2025,06,강원,876969
2025,06,전북,1004917
